Gene.Symbol;BH.Q;ADJ.P;PER;LAG;AMP;ZT0_FPKM;ZT3_FPKM;ZT6_FPKM;ZT9_FPKM;ZT12_FPKM;ZT15_FPKM;ZT18_FPKM;ZT21_FPKM;ZT24_FPKM;ZT27_FPKM;ZT30_FPKM;ZT33_FPKM;ZT36_FPKM;ZT39_FPKM;ZT42_FPKM;ZT45_FPKM
Zfp445;0.297438586785622;0.0701601990232633;23.1;15.6;2.78503198158477;11.7059;6.41316;6.87533;8.61356;11.3811;8.39888;12.369;11.1091;9.86294;7.84131;11.1328;10.8082;13.4311;14.8616;14.5085;9.10135
Grtp1;0.297438586785622;0.0701601990232633;23.1;11.55;2.76775736292039;15.8857;16.6023;22.3155;21.8791;22.2722;22.4574;18.5432;19.6233;18.1342;17.6679;18.7537;18.0269;21.8351;19.7937;17.4631;16.6025
Med25;0.297438586785622;0.0701601990232633;23.1;7.05;2.73699821793877;14.5133;23.3943;16.9882;19.7588;19.6412;20.1049;12.8308;14.0253;14.5573;15.8058;14.2087;16.2713;15.4748;13.5122;11.837;14.297
Calm3;0.297438586785622;0.0701601990232633;20.1;5.55;2.71840130959356;34.6176;42.6074;36.5196;37.9224;30.2662;34.078;30.8658;32.8083;33.7271;35.8883;34.5045;33.195;30.7331;33.5038;33.6295;36.6493
Cebpe;0.297438586785622;0.0701601990232633;23.1;8.55;2.65080190131213;4.93854;7.66737;8.56588;9.14668;7.98928;5.39788;3.90251;5.5995;3.594;7.79703;6.38641;7.00373;7.13399;5.20846;4.43539;5.498
Exoc7;0.297438586785622;0.0701601990232633;23.1;8.55;2.64759870759335;8.44551;10.7061;12.6136;12.8269;10.8039;10.8382;8.86933;8.17511;7.9658;10.8932;9.33233;10.3203;9.90645;10.2374;7.68812;9.79609
Ifrd1;0.297438586785622;0.0701601990232633;23.1;14.1;2.61258985085681;5.7584;2.06344;3.02528;6.72004;9.83537;5.06868;5.99475;5.30178;5.13482;4.41098;5.5749;8.04383;7.19329;8.95571;7.42291;4.1624
Pcyt1a;0.297438586785622;0.0701601990232633;23.1;17.1;2.58002051251536;13.4797;15.5722;13.7411;15.813;15.6431;17.3898;20.5252;18.6856;18.1581;17.283;15.5182;18.2832;20.4291;21.9162;21.7035;14.371
Bbc3;0.297438586785622;0.0701601990232633;20.1;7.05;2.54271355873995;7.29976;10.8665;10.8957;12.2844;7.02351;5.50648;7.35598;11.7829;6.48725;11.6028;7.8469;4.13328;3.07426;3.35703;6.44525;11.0156
Pi4k2b;0.297438586785622;0.0701601990232633;23.1;16.35;2.50699759522222;6.61121;4.73671;6.58754;6.64015;8.52747;8.29826;13.1761;9.49315;7.33746;7.01937;8.57955;9.00381;9.3786;11.9366;11.6762;6.41319
Yeats4;0.297438586785622;0.0701601990232633;23.1;7.05;2.49424845995743;19.4079;16.767;21.8542;20.489;19.4744;12.4117;15.0022;15.8866;14.7623;16.4158;18.8182;18.0441;18.7857;12.4477;12.8729;15.3307
Usf1;0.297438586785622;0.0701601990232633;23.1;5.55;2.45507474427969;17.4921;19.1577;22.0395;20.031;19.121;16.559;14.5316;16.6031;15.0162;16.6617;17.7353;15.0146;15.9991;13.8281;14.7993;18.2912
Bmf;0.297438586785622;0.0701601990232633;21.6;11.0625;2.39403728692767;1.16357;1.00808;4.1287;7.37705;5.47833;1.69369;1.42261;1.66704;1.0552;2.65422;1.81561;3.85134;2.24371;2.02845;1.0406;1.53653
Osgep;0.297438586785622;0.0701601990232633;20.1;8.55;2.36675710730949;14.3085;15.7068;18.2429;21.0272;15.901;13.9522;13.349;13.6832;14.3255;13.2491;15.1417;15.144;12.9186;12.7466;12.5458;15.9141
Hmga1;0.297438586785622;0.0701601990232633;25.1;5.05;2.36149623285747;7.1371;12.546;10.6598;11.7252;9.76172;5.90595;4.13602;9.98767;4.71048;13.8646;9.9479;10.3492;8.14904;6.10644;6.38038;5.83322
Tmem41a;0.297438586785622;0.0701601990232633;20.1;15.6;2.35603736850671;7.67975;8.27379;5.12819;5.69507;9.02701;15.1265;8.7921;7.13722;6.89993;8.00124;5.45858;7.49545;9.21397;8.39445;6.3023;6.94076
Slc11a2;0.297438586785622;0.0701601990232633;26.1;22.35;2.34014867913344;8.1094;10.7317;7.34029;6.24065;5.18867;9.37567;10.4263;10.5917;10.9555;11.8243;9.18687;9.07738;7.24496;10.4111;10.3274;9.47921
Gng11;0.297438586785622;0.0701601990232633;23.1;21.6;2.32846020404043;14.3263;12.8736;10.5672;10.5652;9.93266;11.8954;14.8227;11.5411;11.8517;12.0793;12.0811;7.29242;11.585;12.0089;15.0826;14.3179
Tut1;0.297438586785622;0.0701601990232633;20.1;0;2.29000773727951;8.61494;8.6176;4.65299;4.65201;4.931;7.61256;5.7493;5.42583;6.20548;5.20643;4.54589;4.54799;5.65784;6.25458;5.33231;5.85923
Tssc4;0.297438586785622;0.0701601990232633;20.1;2.55;2.13206836663368;17.905;22.8979;16.951;14.8898;13.2363;21.8047;15.3414;18.4675;19.1862;17.88;12.6045;11.6815;12.0169;17.6084;16.853;17.4559
l7Rn6;0.297438586785622;0.0701601990232633;20.1;2.55;2.03880098219517;20.2968;22.3521;19.4688;16.3851;13.1924;21.4811;23.0938;20.7558;19.2238;17.3544;16.6128;14.6544;14.7627;19.368;21.7488;19.791
Tmem55b;0.297438586785622;0.0701601990232633;23.1;4.05;1.9994858451612;14.8993;17.1738;14.5468;19.828;14.2245;13.0467;13.2192;15.6934;13.7615;18.8372;14.5607;16.1152;13.0836;12.1341;13.053;15.0865
Kat2b;0.297438586785622;0.0701601990232633;23.1;10.05;1.9972231034614;12.8234;10.4289;15.6479;14.2918;17.5849;12.1012;13.7187;13.3129;14.6232;14.9869;19.9832;19.9264;21.7285;15.5146;14.2933;8.70622
Cradd;0.297438586785622;0.0701601990232633;26.1;2.55;1.99486136681224;12.0099;9.05068;10.825;9.60295;9.99591;7.01742;7.40437;8.00384;7.45587;8.58307;8.62752;7.83151;8.18912;6.34267;6.36354;7.85222
Bmp1;0.297438586785622;0.0701601990232633;23.1;10.8;1.98767716191539;27.3309;30.5657;27.7736;24.9656;23.4003;28.6428;27.7925;32.4554;28.3431;28.1116;21.4873;26.1998;20.8254;23.7671;28.3332;32.8551
Dnttip1;0.297438586785622;0.0701601990232633;23.1;5.55;1.97947472325362;14.8806;15.5569;16.4278;16.1328;14.4844;13.2487;11.3636;14.2123;11.7888;15.4222;12.6057;12.6638;10.5015;10.3147;9.44064;12.5051
Triap1;0.297438586785622;0.0701601990232633;20.1;17.1;1.93740186977302;26.8471;23.7065;19.5425;23.0145;21.6093;24.3492;23.3918;23.0027;22.8741;21.4936;22.3936;21.0725;27.0195;32.7503;23.7937;18.272
Slc25a38;0.297438586785622;0.0701601990232633;23.1;16.35;1.92417897296483;17.2198;19.0835;14.7171;17.8863;18.6202;24.4229;19.941;18.5306;16.8513;14.8558;15.5185;11.8168;16.5216;25.7879;20.954;17.1707
Prpf19;0.297438586785622;0.0701601990232633;20.1;8.55;1.90798622767566;16.3592;18.1954;20.8937;21.6194;18.8152;18.7988;15.8267;17.8656;16.5003;17.7469;17.3433;18.4669;16.8369;15.6471;14.9942;19.3102
Rab11a;0.297438586785622;0.0701601990232633;26.1;11.55;1.84837712602164;24.1546;23.9706;26.7859;25.5583;27.1168;26.0903;25.7304;21.4128;21.2721;21.588;25.2752;25.1744;24.1349;26.3231;25.793;21.0552
Ccnd1;0.297438586785622;0.0701601990232633;26.1;8.55;1.84617802393214;5.997;8.60789;7.36746;8.35034;11.8585;7.46399;5.82629;4.50122;8.67724;8.09157;8.10863;12.1136;13.8242;9.08011;8.0915;6.89841
Nucb2;0.297438586785622;0.0701601990232633;23.1;4.05;1.81722907231037;4.13177;5.39852;4.9198;4.721;2.65853;2.82839;2.82857;4.68054;4.1364;5.40792;2.74621;3.47025;3.79803;3.0054;3.32434;4.1737
Kank1;0.297438586785622;0.0701601990232633;23.1;4.05;1.81486026459339;8.85155;11.5623;12.1445;11.2811;8.64851;8.02634;10.5701;10.9148;11.9632;13.3026;12.0839;11.3643;8.27643;10.9675;11.7026;8.47332
Ppp5c;0.297438586785622;0.0701601990232633;26.1;13.05;1.80531432304737;20.7756;24.9132;26.0832;28.0371;25.2786;31.3786;25.9791;23.7914;22.0591;24.269;22.7364;24.1057;24.3282;26.554;25.0913;28.3405
Mlx;0.297438586785622;0.0701601990232633;23.1;17.1;1.79661690963878;22.2319;28.8089;20.8067;22.7897;20.2282;32.5316;29;23.7982;22.0291;20.1752;21.262;20.2217;22.9423;33.3724;27.9649;21.1656
Irgq;0.297438586785622;0.0701601990232633;20.1;0;1.68363538814079;4.4003;4.81228;2.31428;1.97779;2.01928;4.35472;4.09786;3.61483;5.16395;3.60667;3.23305;3.46835;3.44156;4.95969;4.76155;3.99565
Gsap;0.297438586785622;0.0701601990232633;23.1;10.05;1.65630571104793;6.40645;6.20437;8.54674;10.8139;9.22375;6.20442;6.93537;7.0281;7.0481;7.61908;10.687;9.22914;9.57443;6.83975;6.86897;4.87389
1810034E14Rik;0.297438586785622;0.0701601990232633;20.1;8.55;1.65208428356425;4.0938;4.26503;6.97256;8.94023;6.29649;4.39874;5.59438;5.66191;4.09333;5.7646;6.10627;5.55355;4.69248;3.10199;4.94038;5.92724
Ythdc1;0.297438586785622;0.0701601990232633;24.6;20.85;1.64450409886993;7.67897;6.95162;5.72163;4.76714;5.27381;7.00068;8.41565;6.4279;7.63293;6.6713;6.68427;6.33417;5.78425;6.71133;7.40187;6.89646
Cdpf1;0.297438586785622;0.0701601990232633;23.1;2.55;1.63183274535107;7.27348;8.03228;6.73091;6.499;3.03338;4.84896;5.85013;8.28721;3.91127;6.69025;6.46312;4.0114;2.96414;3.44052;5.97651;7.96514
Stat6;0.297438586785622;0.0701601990232633;23.1;8.55;1.62747696757896;13.344;18.0351;15.7375;16.1059;14.1052;16.653;13.8043;14.0023;14.1837;16.4906;15.0469;17.2487;15.032;14.6249;13.0084;13.2528
Rbm39;0.297438586785622;0.0701601990232633;23.1;0;1.6272648355446;33.2957;27.1696;25.686;25.9982;29.2755;26.1798;28.2995;27.1016;30.657;24.8508;26.2568;23.9485;22.7682;24.6572;29.6769;29.6565
Fgfr4;0.297438586785622;0.0701601990232633;23.1;4.05;1.6128398572084;10.7895;16.2743;13.1569;11.7011;10.4845;11.8674;10.6368;11.3894;11.3601;13.7327;11.4463;12.8762;10.4798;8.23571;11.29;12.653
Nucks1;0.297438586785622;0.0701601990232633;23.1;17.1;1.54261708276876;8.98338;8.24925;7.75498;6.65967;9.93657;11.1801;9.78435;8.91445;8.02749;6.10689;7.66758;6.95717;7.87837;10.9984;8.35461;9.23111
Supt7l;0.297438586785622;0.0701601990232633;23.1;0;1.5369178021124;4.04739;5.3608;2.90029;3.02096;2.71605;4.5484;4.38032;3.74041;3.88278;3.50362;3.40453;3.12878;2.61831;3.22193;3.56042;3.68571
Pfkfb3;0.297438586785622;0.0701601990232633;20.1;15.6;1.49500475476435;2.5711;1.64669;0.947034;2.13688;6.46245;4.19593;1.83865;1.31072;2.08826;0.721733;2.03511;5.00173;9.42963;4.53038;1.92505;1.90921
Ppfibp2;0.297438586785622;0.0701601990232633;23.1;2.55;1.48767488587057;8.10823;6.59075;7.91992;6.5143;5.81603;5.05417;6.63599;5.52321;7.03413;7.93566;6.81157;6.67556;5.17584;4.32761;7.0661;8.55773
Irf6;0.297438586785622;0.0701601990232633;24.6;13.575;1.47861331246966;11.2275;10.6023;11.2192;8.11675;6.57279;5.5772;11.3653;10.1561;12.8213;12.4143;11.1347;8.57577;5.5649;7.11172;12.4973;8.24563
Gtf2h4;0.297438586785622;0.0701601990232633;23.1;4.05;1.47735819793305;11.1084;12.3169;11.4999;12.7754;10.6008;10.2276;8.96322;10.1004;10.4936;11.3991;9.02683;9.05336;8.54315;8.08984;8.62152;10.3665
Smyd5;0.297438586785622;0.0701601990232633;23.1;2.55;1.38759806312923;7.00403;11.3716;7.7664;6.61796;5.57366;8.00482;5.80404;5.92431;7.82725;8.69335;6.5524;6.52927;5.85407;6.55474;5.70685;6.69242
Strap;0.297438586785622;0.0701601990232633;20.1;15.6;1.38479792027574;36.6736;34.2181;38.3893;35.3246;39.4893;37.283;42.3004;39.6328;33.9037;33.9502;39.9783;39.0241;43.3424;40.9985;39.7234;31.7293
Eml2;0.297438586785622;0.0701601990232633;23.1;4.8;1.37151845492505;5.20839;5.03836;5.99818;7.67771;4.85929;3.88049;4.05856;4.65836;3.5021;5.89967;4.82526;4.46961;4.26803;3.26371;3.79539;5.10368
Sorbs1;0.297438586785622;0.0701601990232633;24.6;7.8;1.3433579273643;6.77134;6.02999;7.81093;7.95164;9.59917;5.41259;5.80904;5.86521;6.48638;7.75273;7.50664;10.7794;8.55253;5.63807;5.70317;5.45809
Tmpo;0.297438586785622;0.0701601990232633;26.1;21.6;1.33194875944985;9.28641;8.49926;7.38897;7.0858;7.85917;7.80156;11.6122;11.426;9.42613;9.19549;9.17719;8.41893;8.32629;8.48374;11.1351;7.17373
Pcmtd2;0.297438586785622;0.0701601990232633;23.1;7.05;1.33166591673738;7.24153;4.57676;8.65487;7.31434;8.17459;3.46614;6.29133;6.71664;6.17734;7.67585;9.33852;8.80727;7.19483;4.50078;5.26611;4.62908
Camk1;0.297438586785622;0.0701601990232633;23.1;8.55;1.32865364184952;10.8763;11.945;13.297;12.2774;12.0301;11.1347;9.03257;7.99756;9.48834;11.5107;10.5565;10.3236;12.1068;10.1799;6.79982;11.2187
Ptprk;0.297438586785622;0.0701601990232633;23.1;5.55;1.32335741205844;5.46406;6.50506;7.02415;6.48903;4.91912;4.07219;5.56129;6.37915;6.16837;8.01538;7.00337;7.93073;7.03143;4.458;5.19704;5.59104
Unc119b;0.297438586785622;0.0701601990232633;26.1;22.35;1.31479434893827;10.8634;11.3724;10.6729;8.83573;7.63474;11.3475;12.7857;12.5323;14.8735;12.2995;12.1287;10.4934;10.0859;11.8142;12.4556;10.1082
Rmdn3;0.297438586785622;0.0701601990232633;26.1;15.6;1.29259119600902;33.7776;42.4222;39.4577;43.5485;41.9738;44.2502;46.7705;43.2822;35.0068;38.6127;35.0742;38.0293;38.6971;44.5328;44.7344;41.8848
Timp2;0.297438586785622;0.0701601990232633;20.1;18.6;1.2776288165191;5.65511;3.97897;2.53299;2.19143;3.66007;4.33983;3.73095;2.82364;4.24587;3.56476;3.15791;3.27729;5.02967;3.99252;4.43787;3.90873
Qars;0.297438586785622;0.0701601990232633;20.1;8.55;1.26204418306175;17.0953;22.9396;24.7244;25.8391;21.5944;23.0787;19.1093;21.7176;21.6213;26.0704;27.2623;25.851;19.1805;19.1909;19.2902;18.7911
Stk19;0.297438586785622;0.0701601990232633;23.1;15.6;1.24613428048505;13.5397;11.3085;12.074;12.1153;13.8363;16.5265;12.6631;13.7255;11.0376;9.37576;11.3853;11.2044;12.407;14.3598;12.1013;15.089
Tax1bp3;0.297438586785622;0.0701601990232633;26.1;11.55;1.23595194283597;13.2779;13.5958;13.5326;12.6532;18.9407;23.0847;15.0258;11.0633;11.6809;12.1671;11.1272;12.3154;16.6189;15.6092;14.436;13.3959
N4bp3;0.297438586785622;0.0701601990232633;23.1;10.8;1.22770707776733;3.52577;3.6089;2.06378;1.78953;1.5941;3.40547;2.63968;2.30341;3.06278;2.44742;2.01517;1.50954;2.26481;2.53863;2.32179;2.97349
1700017B05Rik;0.297438586785622;0.0701601990232633;21.6;12.075;1.21596203413182;3.62166;4.76044;2.56028;1.68924;2.2026;4.30594;3.39154;3.30595;3.96868;3.07589;2.36354;1.71871;2.77134;3.77928;3.99971;4.23474
Mesdc2;0.297438586785622;0.0701601990232633;23.1;17.1;1.1971742069557;6.38491;9.53405;7.25535;6.43273;6.72928;10.2855;9.42025;7.96276;7.93575;7.60005;6.09506;6.58363;8.22178;11.1644;10.21;8.01394
Pigf;0.297438586785622;0.0701601990232633;23.1;18.6;1.18042284730939;5.64169;4.01701;4.83387;3.98136;4.77313;6.72746;6.92333;5.27874;4.79925;4.96385;5.22712;4.83115;5.45141;6.24753;6.41733;5.77821
Fam98b;0.297438586785622;0.0701601990232633;23.1;2.55;1.15126883472107;7.79114;12.1305;7.86336;6.18689;6.23522;7.07238;7.10703;7.4976;6.20503;8.10487;8.00402;6.92265;5.27257;7.05667;7.26573;7.57727
Lipt2;0.297438586785622;0.0701601990232633;20.1;17.1;1.14721004179705;5.45644;3.94921;2.74582;3.36055;5.03868;5.15385;3.60563;5.04701;3.62696;2.28727;2.93002;4.11334;5.21541;4.01096;3.84302;4.27851
Nup85;0.297438586785622;0.0701601990232633;21.6;4.8;1.14257849238028;7.91178;8.40265;9.67078;8.84291;5.99984;7.07185;6.45114;8.99111;7.6586;8.74511;7.73097;6.67527;6.11095;5.76806;7.37818;8.24433
Med19;0.297438586785622;0.0701601990232633;23.1;20.1;1.13063545884604;7.2184;9.3871;6.61881;5.90104;5.70648;7.66605;8.21777;8.59053;6.53389;7.33584;6.51504;6.44231;6.36722;7.72181;7.94719;7.11124
Trip6;0.297438586785622;0.0701601990232633;23.1;7.05;1.12960308294551;10.1132;13.7393;12.9118;12.7628;11.6286;12.5268;8.76901;9.67346;11.5913;12.6281;11.1025;10.6941;11.8591;7.50825;8.16378;11.1104
Nelfb;0.297438586785622;0.0701601990232633;23.1;4.05;1.12394622869602;11.0698;13.5294;13.2118;12.4978;10.6315;12.5032;11.6223;12.2913;12.495;16.0163;13.3066;11.2558;10.2605;11.0941;10.7233;12.9956
Ppp1cc;0.297438586785622;0.0701601990232633;23.1;10.8;1.12055211614632;28.5592;30.0781;31.272;32.6153;31.6628;28.6613;34.0154;30.6168;29.7478;25.1511;31.6721;34.3998;38.9181;30.4564;30.1644;24.9103
BC023829;0.297438586785622;0.0701601990232633;23.1;15.6;1.11355175901257;3.50469;4.34393;4.24546;3.99296;5.07949;6.03331;6.2089;4.71534;4.5225;4.20713;4.08288;3.85568;6.75606;7.66513;5.87563;4.17667
4833420G17Rik;0.297438586785622;0.0701601990232633;21.6;11.325;1.10501698016365;5.9644;3.89994;6.17207;7.22414;8.37156;4.84437;5.35842;5.31032;5.56422;5.46261;6.93709;7.30219;7.28955;5.39145;4.75094;4.99352
Nudt3;0.297438586785622;0.0701601990232633;20.1;17.1;1.08639885861501;16.2829;16.7542;13.6602;14.223;18.658;18.2906;15.5866;14.4706;16.6307;11.136;14.6543;16.2065;20.778;17.6628;15.9895;14.4802
Surf6;0.297438586785622;0.0701601990232633;20.1;17.1;1.06942829586653;7.15204;5.86058;4.86685;5.63964;6.99103;7.53336;6.6223;5.96653;7.47838;5.45536;6.50879;6.25021;7.68758;6.73253;6.55133;6.11711
Rfc3;0.297438586785622;0.0701601990232633;23.1;4.05;1.0693505141206;6.28138;5.57716;7.27316;6.38523;5.48265;3.91045;4.95244;6.28805;4.46133;6.29409;7.86757;3.9303;4.66014;2.72655;4.28487;6.00903
1110004F10Rik;0.297438586785622;0.0701601990232633;26.1;5.55;1.04192184207838;36.7671;34.6763;38.5532;36.9401;33.6705;34.1361;33.9901;33.3488;31.467;34.6436;39.5862;36.1709;31.287;34.3981;32.2102;31.5943
Capn2;0.297438586785622;0.0701601990232633;23.1;2.55;1.03343656070414;17.5803;16.4653;17.6954;17.63;12.1778;11.6961;16.9071;18.1844;16.3897;18.4798;17.0963;16.2191;12.1298;13.14;15.6094;17.9064
Prr5;0.297438586785622;0.0701601990232633;23.1;7.05;1.00846862026044;4.49308;4.99786;4.56235;5.55303;5.62638;4.41135;3.01275;3.50375;4.17641;4.07188;4.89856;3.9366;4.30691;3.13244;3.25066;3.87951
Fn1;0.297438586785622;0.0701601990232633;20.1;10.05;1.00621294962846;76.6039;103.864;96.9348;106.209;105.287;101.657;86.5727;93.511;91.9568;109.853;87.1475;138.287;94.8254;74.4753;71.6935;96.7409
2700029M09Rik;0.297438586785622;0.0701601990232633;26.1;23.85;0.952692037360448;6.60846;5.99383;4.37413;5.26115;5.62042;4.21941;6.11227;6.73154;6.18364;5.33274;5.44371;5.07208;4.65858;4.21192;4.9207;5.27581
Llgl2;0.297438586785622;0.0701601990232633;23.1;2.55;0.945345197903919;7.96705;10.8373;9.77095;9.14838;8.14039;10.3051;8.43403;9.38272;9.96753;11.4003;8.56482;7.87026;5.76052;7.13547;8.39257;9.78293
Zfp277;0.297438586785622;0.0701601990232633;26.1;5.55;0.914183002057028;5.45641;3.77644;6.44248;6.16869;6.29593;4.16643;4.87584;5.41199;5.17208;5.69321;7.09585;6.83661;6.05878;4.17773;5.09858;3.96414
Borcs7;0.297438586785622;0.0701601990232633;23.1;11.55;0.897233652511987;3.69491;2.78509;4.09332;5.61759;4.96379;3.99636;3.91536;4.45608;2.72264;3.07172;4.41087;4.12751;4.16888;3.8701;3.59225;3.65336
Ctnnd1;0.297438586785622;0.0701601990232633;23.1;4.05;0.841032805543282;13.3048;17.3066;14.7904;13.2243;12.6215;12.7221;13.2665;13.1144;14.7424;16.4939;15.0567;15.308;12.7877;13.4298;13.4416;13.1986
Maea;0.297438586785622;0.0701601990232633;20.1;7.8;0.833113209593991;16.7127;18.5535;19.3678;21.2779;16.1341;18.1896;15.0799;20.0018;19.545;21.4939;21.1534;20.233;17.286;17.9951;16.7993;19.1498
1110012L19Rik;0.297438586785622;0.0701601990232633;26.1;8.55;0.833042498915871;14.7872;11.5403;17.9326;22.8472;15.9653;15.6841;12.5222;15.1407;11.8187;15.2853;15.8573;15.3796;16.1432;12.7024;14.4207;14.2244
Pnn;0.297438586785622;0.0701601990232633;26.1;20.1;0.823263212132062;10.2606;6.97975;6.57872;6.55142;8.14429;9.89804;7.69885;7.02389;10.1796;7.17808;7.86499;6.31063;6.20853;8.9522;10.1416;10.8977
Crnkl1;0.297438586785622;0.0701601990232633;26.1;23.1;0.819211490275863;4.16492;5.47311;3.90974;3.07116;3.67956;3.97528;5.26977;4.8381;4.07124;4.28344;3.86236;4.14969;3.60662;3.87828;3.752;4.15016
E2f8;0.297438586785622;0.0701601990232633;23.1;0;0.817695453336999;2.54047;1.37524;1.26291;0.434967;1.12994;0.934457;2.28506;1.83955;1.38262;1.25529;1.11598;1.87711;0.559803;0.96433;0.991596;2.68413
C4a;0.297438586785622;0.0701601990232633;23.1;18.6;0.815817377726167;5.68779;3.5691;2.50302;3.94905;3.61293;3.36557;5.1766;4.26996;3.237;2.23842;3.43579;2.77706;3.85319;6.9326;8.43926;5.44534
Rnf135;0.297438586785622;0.0701601990232633;21.6;18.6;0.813222295839213;5.93408;6.70692;5.86673;4.98954;5.6427;7.46286;7.61973;5.99703;6.2137;4.96576;5.56592;5.70294;5.25642;7.57925;7.25706;6.49604
Slc17a5;0.297438586785622;0.0701601990232633;20.1;12.6;0.806872476944158;8.95861;7.47817;10.7193;8.87728;10.8175;10.0997;8.77567;9.63673;8.13074;8.74566;9.66475;10.7096;10.9794;9.22173;7.83695;9.19723
Camk2n2;0.297438586785622;0.0701601990232633;23.1;0;0.778225459917947;1.44288;1.87256;0.771983;0.359447;0.347833;1.51101;1.21019;1.40585;1.29042;1.21271;0.940007;1.0604;0.553482;0.738244;1.32151;0.981826
Pilra;0.297438586785622;0.0701601990232633;26.1;0;0.767875537961719;2.6043;2.42653;1.77212;1.71744;1.2357;1.19788;1.9024;2.33393;2.35742;2.38228;2.30054;2.08219;2.39486;2.1656;1.91861;2.16042
Cyp2a4;0.297438586785622;0.0701601990232633;26.1;15.6;0.767620979520492;0.209903;0.106757;0.544537;0.857703;4.7318;2.91874;0.444528;1.43459;0.0909653;0.386724;0.119865;0.346165;0.336743;0.466028;1.66066;1.45084
Pgs1;0.297438586785622;0.0701601990232633;23.1;18.6;0.765711791211289;6.02345;8.64413;4.65416;5.5584;5.55079;6.63367;8.10545;6.82837;6.61861;4.52432;6.17648;5.82127;5.80468;7.23882;8.14205;8.66017
9130401M01Rik;0.297438586785622;0.0701601990232633;26.1;11.55;0.756321413157132;18.4392;19.2498;18.8744;19.5088;20.7443;20.7151;18.5784;17.4756;15.3152;16.5909;17.2065;17.2117;19.9338;20.0836;15.9342;16.6771
Dph2;0.297438586785622;0.0701601990232633;20.1;18.6;0.741019622412254;2.56303;1.8982;1.14043;1.39476;1.8443;2.44272;1.93044;2.23108;2.12864;1.22379;1.55654;1.47168;1.74558;1.94271;1.86255;1.8729
Rab14;0.297438586785622;0.0701601990232633;26.1;2.55;0.740765063971029;35.1185;47.135;42.1569;38.1837;37.1361;33.6813;39.042;40.4886;39.9342;40.3559;44.6512;41.2501;34.9947;34.4631;38.34;32.8309
Zbtb7c;0.297438586785622;0.0701601990232633;24.6;13.575;0.729753290067609;1.32425;2.24912;1.69938;0.606492;0.481509;0.324427;0.827982;2.75554;1.6257;0.486262;0.968392;0.656957;0.419178;0.313806;1.29299;0.784451
Zcchc11;0.297438586785622;0.0701601990232633;23.1;11.55;0.724020068285748;1.16176;0.922151;1.94607;2.12266;2.60518;1.03071;1.4198;1.25989;1.21843;1.98342;1.91375;2.27763;2.79432;1.38786;1.26668;1.5054
Dcun1d4;0.297438586785622;0.0701601990232633;23.1;10.05;0.691246376084533;3.71766;5.6537;7.08142;6.63127;5.95152;5.25239;6.02663;4.95547;6.566;6.49509;9.8353;10.0369;8.94359;6.72814;6.31671;3.87624
Timm22;0.297438586785622;0.0701601990232633;26.1;15.6;0.683482343627105;5.41575;6.27678;6.60236;6.90756;6.09955;7.50655;7.24337;8.30494;6.24435;5.19141;5.73179;5.56007;6.33858;7.04849;6.74545;6.98325
Dennd1a;0.297438586785622;0.0701601990232633;24.6;4.8;0.661328688172531;4.02419;4.65116;4.48213;4.66638;4.0581;3.34762;3.64826;3.6287;3.26306;4.34651;4.07146;3.97331;4.15957;2.58128;2.69488;3.43015
Cfap126;0.297438586785622;0.0701601990232633;24.6;5.55;0.654399041716903;1.9687;2.40303;2.53684;2.41546;1.31189;1.56701;0.900949;1.57159;0.565786;2.23497;1.86487;1.64839;1.9988;1.17154;1.53236;1.2294
Fam118b;0.297438586785622;0.0701601990232633;20.1;17.1;0.646352166546999;3.86672;3.56106;3.2111;2.95264;2.85027;4.74627;5.50261;4.30401;2.91688;2.15605;3.97795;3.07841;4.78137;3.5403;4.10634;3.57548
Gm9895;0.297438586785622;0.0701601990232633;23.1;11.55;0.632686620893788;0.500801;0.764065;1.07523;2.41948;2.13339;1.07981;1.31543;0.639727;1.28219;1.87079;0.980504;1.5249;2.05951;1.59912;0.807721;1.3135
Sdhaf2;0.297438586785622;0.0701601990232633;26.1;13.05;0.627825968879911;9.21517;8.33235;9.27861;10.3092;10.6325;10.0883;9.67704;9.70462;8.90079;8.96574;9.28173;8.35395;9.09428;10.9765;10.4592;9.18811
Nup210;0.297438586785622;0.0701601990232633;23.1;4.8;0.625527871841056;1.95715;2.49626;2.89514;3.07327;1.88208;1.61163;2.06138;2.2119;2.37965;2.95014;2.26534;2.96785;2.26734;1.7025;1.92458;2.309
Nbas;0.297438586785622;0.0701601990232633;20.1;7.05;0.625117749907968;2.07506;3.46353;3.51108;3.59338;2.35822;2.62703;2.99361;2.96877;2.50715;4.01633;3.16421;3.15323;2.02812;2.5406;2.87847;3.03286
Dhtkd1;0.297438586785622;0.0701601990232633;23.1;10.05;0.621115525526452;3.65742;3.45129;4.19646;4.44154;4.66488;3.6891;3.31807;3.06286;4.33117;5.27207;5.19507;5.22407;4.58837;5.06314;3.80475;2.74052
Tbc1d16;0.297438586785622;0.0701601990232633;20.1;14.1;0.616116280583462;2.32708;2.8067;2.41089;2.80259;3.80382;4.58689;3.21019;1.97;3.01015;3.18773;2.99848;3.93476;4.7958;4.43958;3.1508;2.0698
